JK,Tanggal Lahir,Tempat Lahir,Asal Kecamatan,Jenis Tinggal,Alat Transportasi,Jenjang Pendidikan Ayh,Pekerjaan Ayh,Penghasilan Ayh,Jenjang Pendidikan Ibu,Pekerjaan Ibu,Penghasilan Ibu,Keluar Karena
L,2003-01-28,Semarang,Cilacap Tengah,Bersama Orang Tua,Sepeda,Smp / Sederajat,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",D3,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2004-11-14,Semarang,Mijen,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2006-05-26,Semarang,Ngaliyan,Bersama Orang Tua,Ojek,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
L,1998-07-08,Tegal,Balapulang,Panti Asuhan,Sepeda Motor,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1995-12-18,Semarang,Semarang,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-04-04,Semarang,Gunung Pati,Asrama,Jalan Kaki,Putus Sd,Pensiunan,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-07-02,Kendal,Kaliwungu,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-09-28,Kendal,Boja,Asrama,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-07-07,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-12-18,Semarang,Mijen,Bersama Orang Tua,Sepeda Motor,Putus Sd,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-03-06,Demak,Bonang,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-09-10,Kendal,Boja,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-04-30,Semarang,Bergas,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-12-21,Bekasi,Cakung,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1996-06-24,Kendal,Patean,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-05-21,Cirebon,Plumbon,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Dikeluarkan
L,1997-08-30,Brebes,Pedurungan,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-07-11,Demak,Nabire,Rumah Tinggal,Jalan Kaki,Sd / Sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Dikeluarkan
L,2004-07-11,Demak,Nabire,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",D3,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-03-02,Semarang,Ungaran Timur,Bersama Orang Tua,Mobil/Bus Antar Jemput,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2003-07-05,Kendal,Gajah Mungkur,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-04-18,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-07-28,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-12-24,Semarang,Mijen,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-12-11,Kendal,Singorojo,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Sudah Meninggal,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-08-20,Kendal,Boja,Asrama,Jalan Kaki,Sma / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-09-02,Kendal,Pasigitan,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-04-17,Semarang,Ngaliyan,Rumah Tinggal,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,"Kurang Dari Rp. 500,000",Lulus
L,2005-04-03,Kendal,Sijeruk,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,1998-12-05,Semarang,Mijen,Bersama Orang Tua,Sepeda Motor,Putus Sd,Petani,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2005-01-18,Semarang,Karangjati,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2005-05-02,Semarang,Pakintelan,Pesantren,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Tidak Sekolah,Petani,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2005-09-24,Semarang,Podorejo,Pesantren,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Putus Sd,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2005-05-25,Semarang,Kalisidi,Bersama Orang Tua,Ojek,Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,1999-05-01,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-11-26,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,1995-08-25,Purworejo,Bener,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-04-01,Pemalang,Bantarbolang,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-12-13,Kendal,Kaliwungu Selatan,Asrama,Jalan Kaki,Tidak Sekolah,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2005-07-14,Semarang,Gunung Pati,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2002-06-18,(Tidak Diisi),Arut Utara,Rumah Tinggal,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,"Kurang Dari Rp. 500,000",Mutasi
L,2002-12-11,Semarang,Semarang Utara,Asrama,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-10-01,Semarang,Tembalang,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
L,1999-10-01,Kendal,Boja,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2004-08-19,Kendal,Singorojo,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2001-03-23,Demak,Mranggen,Asrama,Jalan Kaki,Sma / Sederajat,Pensiunan,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-01-13,Kendal,Cening,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Kurang Dari Rp. 500,000",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1998-01-12,Kendal,Mijen,Bersama Orang Tua,Sepeda Motor,Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-06-15,Grobogan,Penawangan,Asrama,Jalan Kaki,Sd / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1997-01-22,Semarang,Mijen,Asrama,Jalan Kaki,Tidak Sekolah,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-01-08,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-08-02,Kendal,Cening,Bersama Orang Tua,Jalan Kaki,Tidak Sekolah,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2003-01-22,Semarang,Semarang Utara,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2000-01-03,Semarang,Ungaran Barat,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-09-02,Kendal,Limbangan,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1996-11-18,Kendal,Limbangan,Asrama,Jalan Kaki,Tidak Sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-09-20,Kendal,Boja,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1995-05-18,Semarang,Bandungan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-12-18,Kendal,Limbangan,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,1998-03-26,Demak,Karang Tengah,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-02-18,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2005-04-17,Kendal,Boja,Pesantren,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-01-03,Kendal,Kaliwungu,Asrama,Jalan Kaki,Sma / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Tidak Sekolah,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,2002-11-08,Semarang,Ungaran Barat,Bersama Orang Tua,Sepeda Motor,Sma / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1998-12-25,Kendal,Kendal,Lainnya,Lainnya,Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1998-07-05,(Tidak Diisi),Kebonagung,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1997-07-24,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-04-17,Demak,Kebonbatur,Pesantren,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,1998-10-28,Demak,Bonang,Asrama,Jalan Kaki,Sd / Sederajat,Nelayan,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-09-08,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1996-08-08,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-06-16,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Peternak,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2000-03-08,Kendal,Boja,Asrama,Jalan Kaki,Tidak Sekolah,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,1997-07-17,Kendal,Limbangan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-08-21,Semarang,Gunung Pati,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-02-01,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
L,2006-02-08,Kendal,Pakis,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2004-10-03,Semarang,Tugu,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,1999-05-12,(Tidak Diisi),Boja,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2007-12-15,Semarang,Polaman,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
L,2001-06-15,Tegal,Warureja,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Kurang Dari Rp. 500,000",Lulus
L,2003-11-19,Cilacap,Kesugihan,Bersama Orang Tua,Sepeda,Sma / Sederajat,Petani,"Kurang Dari Rp. 500,000",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2003-08-29,Semarang,Ungaran Timur,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",D2,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2004-08-29,Kendal,Limbangan,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1997-04-23,Semarang,Mijen,Asrama,Jalan Kaki,Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-05-10,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-07-26,Kendal,Kota Kendal,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1998-03-09,Wonosobo,Kejajar,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-02-23,Semarang,Limbangan,Asrama,Jalan Kaki,Sma / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2006-02-11,Semarang,Jambu,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Lainnya,Tidak Berpenghasilan,Mutasi
L,2005-05-01,Kendal,Kaliputih,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Pedagang Kecil,"Kurang Dari Rp. 500,000",Lulus
L,2002-10-05,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2006-03-29,Kudus,Dawe,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2002-07-25,Semarang,Pedurungan Kidul,Bersama Orang Tua,Sepeda,Sd / Sederajat,Tidak Dapat Diterapkan,Tidak Berpenghasilan,S2,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
L,2001-03-09,Semarang,Pedurungan,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Putus Sd,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Putus Sd,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,1997-06-02,Kendal,Mijen,Bersama Orang Tua,Sepeda Motor,Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-02-07,Kendal,Limbangan,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-05-14,Kendal,Boja,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-01-26,Kendal,Boja,Asrama,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Pedagang Besar,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2003-10-18,Semarang,Semarang Barat,Bersama Orang Tua,Sepeda Motor,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2000-09-30,Semarang,Ungaran Timur,Asrama,Jalan Kaki,S1,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-06-17,Kendal,Merbuh,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Kurang Dari Rp. 500,000",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
L,2000-11-24,(Tidak Diisi),Sayung,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Lainnya,"Kurang Dari Rp. 500,000",Mutasi
L,2004-02-08,Semarang,Bandungan,Asrama,Jalan Kaki,Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",D3,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,1999-12-25,Semarang,Ungaran Barat,Asrama,Jalan Kaki,Sma / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-03-27,Jakarta,Tuntang,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-02-01,Kendal,Boja,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-06-17,Kendal,Boja,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-09-20,Kendal,Cepiring,Asrama,Jalan Kaki,Sd / Sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
L,2002-03-04,Kendal,Patebon,Pesantren,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-10-02,Palangka Raya,Maliku,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 500,000 - Rp. 999,999",Lulus
P,1997-10-28,Semarang,Mijen,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-12-30,Magelang,Nanggewer,Bersama Orang Tua,Sepeda Motor,S1,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",S1,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
L,2003-10-14,Semarang,Bandungan,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Lulus
